,date,tavg,tmin,tmax,prcp,wspd,pres,tsun
498,1991-07-01,75.4,64.0,85.3,2.047,8.3,1016.0,22611.0
499,1991-08-01,72.7,62.1,83.1,3.189,7.9,1018.5,17640.0
500,1991-09-01,65.7,54.3,74.5,3.465,8.5,1020.8,16565.0
501,1991-10-01,55.6,46.0,65.3,2.657,10.1,1019.1,11056.0
502,1991-11-01,41.2,33.3,47.3,3.661,11.9,1021.5,3926.0
503,1991-12-01,35.1,27.5,42.1,2.26,11.6,1021.9,4302.0
504,1992-01-01,30.7,23.7,36.5,3.701,10.3,1017.5,2554.0
505,1992-02-01,34.2,25.7,39.7,2.362,9.5,1018.0,3986.0
506,1992-03-01,37.4,27.5,45.7,3.543,8.3,1016.3,9702.0
507,1992-04-01,49.3,38.7,57.2,3.772,6.3,1016.6,10915.0
508,1992-05-01,59.2,46.9,68.7,3.008,6.9,1019.8,18134.0
509,1992-06-01,64.2,54.0,74.1,1.969,7.6,1014.6,17556.0
510,1992-07-01,71.4,62.2,79.2,10.394,8.5,1014.9,12844.0
511,1992-08-01,67.8,58.3,77.0,4.488,8.1,1019.6,16497.0
512,1992-09-01,64.8,53.6,73.0,1.929,9.0,1021.0,15195.0
513,1992-10-01,50.5,39.9,59.7,2.52,9.4,1019.5,11340.0
514,1992-11-01,43.0,36.1,47.8,6.85,10.9,1019.5,3630.0
515,1992-12-01,34.2,28.0,40.1,4.764,11.2,1021.2,4462.0
516,1993-01-01,33.1,26.1,38.5,5.118,11.2,1023.1,3694.0
517,1993-02-01,25.9,17.6,33.4,2.48,10.5,1021.4,6660.0
518,1993-03-01,33.4,27.0,40.3,3.898,10.4,1019.2,7349.0
519,1993-04-01,48.9,37.6,57.6,2.953,10.4,1014.7,8483.0
520,1993-05-01,60.1,48.0,70.3,1.693,9.6,1016.2,18845.0
521,1993-06-01,68.0,58.5,77.2,5.472,9.4,1016.9,17431.0
522,1993-07-01,75.0,65.3,84.6,2.52,8.4,1016.3,19183.0
523,1993-08-01,73.4,62.8,83.5,1.85,7.3,1017.8,18717.0
524,1993-09-01,63.1,53.8,70.5,6.654,8.3,1017.7,9577.0
525,1993-10-01,52.5,41.0,61.7,3.583,10.0,1018.1,11493.0
526,1993-11-01,41.9,34.2,49.3,4.528,10.7,1021.2,5048.0
527,1993-12-01,31.5,24.6,36.3,2.126,10.8,1018.4,1749.0
528,1994-01-01,19.8,11.5,27.0,2.598,11.8,1023.1,3850.0
529,1994-02-01,25.9,17.2,35.6,0.866,11.2,1023.1,7164.0
530,1994-03-01,36.0,28.0,44.6,1.378,9.9,1016.1,11487.0
531,1994-04-01,51.1,38.8,62.1,3.858,12.1,1017.5,
532,1994-05-01,55.6,43.3,66.0,1.457,9.6,1017.2,15692.0
533,1994-06-01,70.0,58.6,80.8,3.78,8.8,1014.6,
534,1994-07-01,73.2,63.9,82.8,2.638,8.6,1016.9,
535,1994-08-01,69.1,60.3,78.4,5.118,8.4,1018.4,15247.0
536,1994-09-01,64.4,53.4,74.3,2.244,8.3,1019.0,16925.0
537,1994-10-01,54.7,44.4,64.6,1.417,8.3,1020.5,13240.0
538,1994-11-01,48.2,38.7,57.0,3.307,12.0,1020.0,8063.0
539,1994-12-01,37.4,29.7,44.2,3.346,8.8,1024.1,5254.0
540,1995-01-01,30.6,23.4,36.9,5.945,11.1,1017.4,4607.0
541,1995-02-01,27.1,18.5,35.4,1.969,10.3,1017.9,7499.0
542,1995-03-01,41.7,29.7,50.4,2.008,9.1,1021.6,10704.0
543,1995-04-01,47.8,36.7,56.5,4.173,10.8,1015.2,8558.0
544,1995-05-01,60.3,49.6,69.1,4.291,9.8,1015.3,13010.0
545,1995-06-01,71.4,61.9,81.0,3.858,7.8,1015.9,17078.0
546,1995-07-01,75.6,65.8,85.1,4.094,8.3,1015.6,19199.0
547,1995-08-01,77.9,68.7,86.7,3.228,7.1,1017.1,17397.0
548,1995-09-01,64.2,52.5,73.9,1.063,8.3,1020.1,14186.0
549,1995-10-01,57.6,46.9,65.7,4.094,10.5,1015.6,9751.0
550,1995-11-01,38.7,31.8,45.1,3.976,12.2,1016.8,3098.0
551,1995-12-01,26.4,19.8,32.4,0.906,11.2,1019.7,3387.0
552,1996-01-01,26.1,18.7,33.1,1.693,12.9,1017.3,3972.0
553,1996-02-01,28.8,20.3,35.1,1.575,11.5,1015.8,4241.0
554,1996-03-01,31.6,21.9,39.7,1.969,11.4,1017.9,9924.0
555,1996-04-01,46.4,36.1,56.5,4.449,11.6,1012.6,11306.0
556,1996-05-01,57.4,48.2,65.3,1.969,9.8,1017.2,13494.0
557,1996-06-01,69.3,60.3,78.3,3.74,7.9,1015.2,16402.0
558,1996-07-01,70.5,60.3,79.0,2.835,8.6,1014.6,19211.0
559,1996-08-01,71.4,60.6,81.0,1.378,6.2,1019.9,19054.0
560,1996-09-01,64.0,56.7,71.2,11.102,9.4,1014.2,9844.0
561,1996-10-01,54.1,45.5,62.6,4.173,10.5,1017.7,12048.0
562,1996-11-01,36.5,30.6,42.1,4.213,9.8,1023.1,
563,1996-12-01,34.9,28.2,41.2,1.417,10.6,1017.4,3231.0
564,1997-01-01,25.3,17.1,34.2,1.811,13.2,1016.9,4357.0
565,1997-02-01,34.3,27.5,41.4,2.992,11.6,1021.8,3793.0
566,1997-03-01,39.0,30.0,47.5,3.11,12.6,1017.4,8254.0
567,1997-04-01,45.7,35.6,54.9,2.126,9.4,1015.5,15194.0
568,1997-05-01,53.2,43.5,62.2,3.78,11.6,1014.2,
569,1997-06-01,68.5,58.8,77.5,3.543,8.5,1015.0,20467.0
570,1997-07-01,71.4,61.2,80.1,1.496,7.8,1016.7,22113.0
571,1997-08-01,67.8,58.8,76.3,5.26,7.7,1017.0,15710.0
572,1997-09-01,63.0,54.0,71.2,4.256,8.6,1016.4,14956.0
573,1997-10-01,53.2,43.9,62.2,1.63,8.9,1019.3,11511.0
574,1997-11-01,39.6,33.4,44.4,2.587,10.3,1015.2,3520.0
575,1997-12-01,33.6,28.2,38.5,2.417,9.8,1014.5,2367.0
576,1998-01-01,35.2,29.3,41.0,3.929,9.8,1017.6,2593.0
577,1998-02-01,37.2,31.1,44.1,1.89,9.6,1014.9,
578,1998-03-01,41.4,34.2,48.0,3.26,12.1,1016.1,5581.0
579,1998-04-01,49.5,39.9,58.6,6.063,9.5,1014.2,
580,1998-05-01,64.6,54.7,73.9,1.925,8.1,1012.6,
581,1998-06-01,68.7,60.1,76.8,2.98,8.5,1011.9,
582,1998-07-01,71.6,61.7,81.0,2.72,7.6,1016.0,18107.0
583,1998-08-01,72.3,62.8,81.3,3.02,7.1,1018.1,
584,1998-09-01,67.3,57.0,77.0,1.201,8.1,1015.1,12434.0
585,1998-10-01,53.8,44.4,62.6,2.362,8.3,1021.9,11008.0
586,1998-11-01,45.1,37.8,52.0,1.594,10.9,1018.8,5575.0
587,1998-12-01,37.2,29.5,44.4,1.925,10.1,1021.5,7746.0
588,1999-01-01,27.3,19.0,35.1,3.638,12.2,1020.3,5246.0
589,1999-02-01,34.9,27.3,42.1,2.358,11.0,1018.5,6726.0
590,1999-03-01,34.7,25.9,42.6,1.646,11.5,1020.0,13567.0
591,1999-04-01,50.5,40.8,59.7,3.89,10.6,1014.7,
592,1999-05-01,61.3,50.0,72.0,1.547,9.1,1016.3,
593,1999-06-01,70.3,59.9,80.4,1.433,8.5,1017.3,
594,1999-07-01,76.5,66.0,86.4,4.665,8.4,1016.0,20912.0
595,1999-08-01,69.4,60.6,77.5,1.803,8.3,1015.9,
596,1999-09-01,65.1,54.0,76.1,1.941,8.1,1016.3,15667.0
597,1999-10-01,52.7,43.0,61.9,3.059,9.8,1019.9,
598,1999-11-01,46.0,37.0,54.7,3.311,10.6,1020.6,10317.0
599,1999-12-01,34.0,27.1,40.3,2.709,10.9,1019.5,
600,2000-01-01,27.0,18.9,34.3,2.642,11.4,1020.5,6016.0
601,2000-02-01,34.5,26.2,42.3,2.059,10.4,1020.6,8168.0
602,2000-03-01,43.3,33.4,52.9,1.575,10.7,1017.9,12064.0
603,2000-04-01,47.3,38.1,55.8,3.732,8.9,1014.7,13251.0
604,2000-05-01,61.7,52.0,71.1,5.465,9.6,1013.7,
605,2000-06-01,68.9,59.5,77.5,5.724,9.3,1016.1,19824.0
606,2000-07-01,68.4,59.2,76.8,2.579,7.5,1016.0,21622.0
607,2000-08-01,69.1,60.1,77.7,4.724,7.7,1017.3,18696.0
608,2000-09-01,63.3,54.0,72.3,3.295,9.5,1017.6,
609,2000-10-01,55.0,45.5,63.9,3.567,7.5,1022.6,
610,2000-11-01,39.9,33.3,46.4,2.551,10.1,1017.0,
611,2000-12-01,22.3,15.8,28.8,2.764,11.1,1022.2,
612,2001-01-01,27.9,22.5,32.9,1.594,9.9,1019.5,
613,2001-02-01,32.4,25.0,39.2,1.638,11.4,1022.6,
614,2001-03-01,34.2,27.5,40.5,2.425,10.3,1015.5,
615,2001-04-01,51.6,40.6,62.1,2.331,10.2,1018.1,
616,2001-05-01,60.3,50.5,69.6,3.839,8.9,1015.8,
617,2001-06-01,68.2,58.5,77.5,3.957,7.3,1017.0,
618,2001-07-01,72.1,62.1,81.7,0.685,8.2,1016.3,22657.0
619,2001-08-01,72.7,63.7,81.5,3.315,7.6,1016.4,19925.0
620,2001-09-01,61.5,52.2,70.7,3.898,8.6,1018.2,
621,2001-10-01,54.7,46.8,62.1,5.563,11.7,1018.6,
622,2001-11-01,48.9,40.3,57.4,2.618,10.0,1021.3,10383.0
623,2001-12-01,37.4,30.9,43.2,2.535,10.6,1017.7,6135.0
624,2002-01-01,34.9,28.0,41.2,2.209,11.0,1016.3,7411.0
625,2002-02-01,34.2,25.7,42.3,2.433,12.2,1018.8,8651.0
626,2002-03-01,37.8,28.6,46.2,4.134,11.7,1019.2,9984.0
627,2002-04-01,50.7,41.7,59.2,3.673,10.2,1018.9,11882.0
628,2002-05-01,55.9,45.1,65.8,5.783,9.6,1017.6,
629,2002-06-01,70.7,60.3,80.4,0.921,8.1,1016.0,19185.0
630,2002-07-01,75.6,66.0,85.1,2.874,8.3,1017.0,21136.0
631,2002-08-01,73.9,64.2,83.1,2.004,8.1,1019.1,18706.0
632,2002-09-01,68.9,58.1,79.3,3.5,7.8,1018.1,16951.0
633,2002-10-01,52.0,44.1,59.5,1.52,8.5,1019.0,7867.0
634,2002-11-01,41.5,36.0,46.8,3.65,11.4,1015.3,
635,2002-12-01,30.9,25.2,36.3,3.713,11.3,1017.6,3726.0
636,2003-01-01,21.4,15.4,27.0,1.98,11.6,1019.3,5136.0
637,2003-02-01,24.8,17.6,31.5,2.748,11.0,1018.1,
638,2003-03-01,39.0,28.4,48.9,2.335,9.6,1015.1,
639,2003-04-01,49.1,38.7,59.0,2.469,10.9,1015.8,0.0
640,2003-05-01,58.1,48.9,66.7,6.496,9.7,1014.0,9819.0
641,2003-06-01,67.1,57.9,75.7,3.165,8.1,1014.7,14197.0
642,2003-07-01,72.7,63.5,81.5,4.886,7.8,1015.2,17238.0
643,2003-08-01,73.4,64.0,82.2,1.961,7.1,1017.6,16779.0
644,2003-09-01,64.0,54.9,72.5,6.024,8.3,1018.2,12695.0
645,2003-10-01,51.4,42.4,60.1,2.862,8.8,1016.3,
646,2003-11-01,48.0,39.9,55.6,3.583,10.9,1018.2,5783.0
647,2003-12-01,33.8,28.2,38.8,4.008,11.4,1018.9,0.0
648,2004-01-01,21.9,14.4,28.9,2.693,11.6,1019.4,3129.0
649,2004-02-01,30.0,22.3,37.2,0.768,9.4,1023.3,9027.0
650,2004-03-01,40.6,33.4,47.3,4.823,10.4,1020.1,6788.0
651,2004-04-01,49.3,40.6,57.2,3.74,11.2,1015.7,10744.0
652,2004-05-01,62.4,51.3,73.0,5.902,9.4,1016.3,14383.0
653,2004-06-01,67.1,57.6,75.9,2.882,8.5,1017.1,16222.0
654,2004-07-01,71.6,63.3,79.5,2.882,8.5,1014.2,
655,2004-08-01,68.4,59.5,76.6,2.465,7.8,1017.1,0.0
656,2004-09-01,66.2,56.3,75.4,3.22,7.9,1021.0,12879.0
657,2004-10-01,53.8,44.8,62.4,2.339,8.6,1016.6,10454.0
658,2004-11-01,44.6,37.2,51.8,3.248,9.4,1020.9,5884.0
659,2004-12-01,31.3,23.9,38.1,4.472,11.5,1017.8,5350.0
660,2005-01-01,27.7,20.7,34.2,5.894,10.1,1023.3,4874.0
661,2005-02-01,31.1,24.4,37.4,2.075,8.9,1020.7,5896.0
662,2005-03-01,32.7,25.2,39.9,1.654,9.9,1012.8,8804.0
663,2005-04-01,49.1,38.8,58.5,5.579,10.8,1013.4,13249.0
664,2005-05-01,55.4,45.1,65.3,1.437,8.5,1016.0,13968.0
665,2005-06-01,73.9,63.9,83.7,1.642,8.5,1015.0,17611.0
666,2005-07-01,75.4,65.8,84.6,3.24,7.6,1016.2,16583.0
667,2005-08-01,74.1,65.1,82.9,7.61,7.8,1016.2,14953.0
668,2005-09-01,67.3,57.4,77.0,3.551,7.6,1019.2,16071.0
669,2005-10-01,54.5,46.9,61.9,2.539,8.5,1018.6,8119.0
670,2005-11-01,44.8,36.1,53.1,2.657,13.0,1016.1,
671,2005-12-01,27.5,22.1,32.5,2.039,10.9,1016.9,4358.0
672,2006-01-01,37.8,32.4,44.8,1.917,11.8,1014.5,4542.0
673,2006-02-01,30.2,24.1,36.9,2.803,11.9,1016.6,5820.0
674,2006-03-01,37.9,30.6,44.6,1.543,10.3,1019.5,8716.0
675,2006-04-01,52.2,41.4,61.5,2.457,10.1,1014.8,13464.0
676,2006-05-01,59.0,49.6,68.0,4.543,8.6,1012.1,
677,2006-06-01,66.7,56.7,75.6,4.843,7.3,1015.9,
678,2006-07-01,74.3,65.7,82.8,4.465,8.0,1016.4,
679,2006-08-01,72.9,63.7,81.3,2.213,7.9,1016.4,
680,2006-09-01,62.1,54.3,70.2,3.146,8.6,1015.7,
681,2006-10-01,50.2,42.3,58.1,5.831,10.8,1015.3,
682,2006-11-01,44.8,37.2,52.5,3.402,8.3,1019.8,
683,2006-12-01,38.3,32.0,44.8,3.52,11.1,1021.7,
684,2007-01-01,31.5,24.4,37.8,5.846,11.7,1018.6,
685,2007-02-01,17.6,12.0,25.5,1.413,11.9,1017.5,
686,2007-03-01,40.6,31.3,48.9,3.709,11.6,1020.6,
687,2007-04-01,46.4,38.1,54.9,3.528,12.3,1013.7,
688,2007-05-01,62.4,51.1,72.9,0.661,8.2,1020.2,17884.0
689,2007-06-01,70.3,59.0,80.2,1.665,7.5,1015.5,19299.0
690,2007-07-01,71.4,61.2,80.6,2.567,7.6,1015.4,
691,2007-08-01,73.0,64.8,80.8,9.035,6.5,1015.7,
692,2007-09-01,66.9,56.8,76.6,2.122,6.6,1019.9,
693,2007-10-01,59.9,51.8,68.5,2.654,8.6,1017.9,
694,2007-11-01,41.2,34.0,48.7,4.075,9.8,1018.5,
695,2007-12-01,31.3,27.5,37.8,4.201,10.1,1019.3,
696,2008-01-01,28.4,22.8,37.4,3.315,12.4,1019.9,
697,2008-02-01,27.1,19.6,34.9,5.543,10.6,1015.9,4752.0
698,2008-03-01,33.3,26.4,40.6,5.472,10.9,1018.5,
699,2008-04-01,52.9,42.1,62.6,2.213,9.1,1016.9,
700,2008-05-01,55.4,47.1,65.5,4.177,9.3,1011.8,14054.0
701,2008-06-01,71.1,62.1,79.7,5.213,8.6,1013.9,
702,2008-07-01,73.9,64.2,82.8,3.028,7.5,1014.6,20462.0
703,2008-08-01,71.4,61.7,80.4,1.437,7.9,1015.3,18202.0
704,2008-09-01,66.2,56.8,75.6,3.791,7.3,1019.4,14429.0
705,2008-10-01,52.0,42.1,61.0,2.598,8.9,1021.9,11001.0
706,2008-11-01,40.1,33.8,46.6,3.976,9.8,1017.2,5742.0
707,2008-12-01,30.4,23.0,38.8,3.772,12.8,1018.8,2705.0
708,2009-01-01,18.1,12.2,26.6,2.665,9.8,1017.5,
709,2009-02-01,29.3,23.0,38.1,2.728,11.6,1019.0,7159.0
710,2009-03-01,40.3,28.9,50.4,3.343,9.9,1020.8,
711,2009-04-01,50.9,41.4,60.1,3.079,10.9,1014.3,12230.0
712,2009-05-01,60.8,49.6,70.3,2.35,8.5,1016.5,17917.0
713,2009-06-01,68.5,59.0,77.2,2.685,7.1,1011.7,17058.0
714,2009-07-01,70.3,61.5,78.4,3.756,7.2,1014.0,17486.0
715,2009-08-01,72.5,64.2,80.8,3.524,7.6,1016.7,15784.0
716,2009-09-01,65.8,57.0,73.8,3.846,7.6,1018.9,14138.0
717,2009-10-01,52.2,45.0,59.7,3.661,8.9,1016.5,6985.0
718,2009-11-01,47.8,40.5,54.9,1.453,8.7,1019.8,
719,2009-12-01,31.8,25.5,37.8,2.717,10.5,1018.5,
720,2010-01-01,27.5,22.3,32.0,1.693,10.2,1019.2,
721,2010-02-01,28.2,23.2,33.6,2.717,8.3,1015.1,
722,2010-03-01,42.3,33.4,51.1,1.811,8.6,1015.5,
723,2010-04-01,56.1,45.1,66.7,2.008,9.6,1015.1,
724,2010-05-01,64.9,55.8,73.9,4.055,8.9,1016.2,
725,2010-06-01,72.5,63.7,81.1,4.37,8.3,1013.9,
726,2010-07-01,75.9,66.0,85.6,3.583,6.9,1016.1,
727,2010-08-01,74.8,65.8,83.8,3.701,6.3,1015.6,
728,2010-09-01,66.2,57.4,75.2,2.953,9.4,1015.6,
729,2010-10-01,54.9,45.5,63.1,2.598,8.8,1015.5,
730,2010-11-01,43.2,33.4,53.1,4.606,8.8,1019.5,
731,2010-12-01,26.6,21.9,30.7,1.339,11.5,1017.9,
732,2011-01-01,23.7,17.4,28.8,1.929,9.2,1017.8,
733,2011-02-01,29.1,21.2,36.9,5.236,11.6,1018.0,
734,2011-03-01,36.5,29.1,43.5,3.583,10.3,1020.8,
735,2011-04-01,50.0,41.0,59.0,6.89,11.7,1012.2,
736,2011-05-01,61.7,52.7,70.9,7.756,8.3,1014.1,
737,2011-06-01,70.0,60.6,79.3,2.913,8.3,1014.2,
738,2011-07-01,77.5,67.8,87.3,7.48,6.8,1014.8,
739,2011-08-01,72.1,63.1,81.1,5.945,6.9,1013.0,
740,2011-09-01,65.7,58.5,72.7,8.307,7.8,1015.9,
741,2011-10-01,54.1,45.7,61.9,5.827,8.3,1016.1,
742,2011-11-01,48.4,40.1,55.8,4.528,11.4,1017.9,
743,2011-12-01,37.2,31.5,43.5,4.961,9.3,1021.5,
744,2012-01-01,32.5,25.5,39.4,3.228,11.8,1016.2,
745,2012-02-01,35.1,28.2,41.4,2.244,9.7,1019.4,
746,2012-03-01,52.0,41.5,61.3,3.898,10.3,1018.4,
747,2012-04-01,48.9,38.8,58.8,1.969,9.8,1016.5,
748,2012-05-01,64.9,54.1,75.9,1.457,7.4,1017.1,
749,2012-06-01,71.4,60.8,81.9,2.047,9.1,1014.7,
750,2012-07-01,77.9,68.7,87.3,4.331,8.0,1015.2,
751,2012-08-01,72.1,61.7,82.6,2.835,6.5,1015.8,
752,2012-09-01,63.0,53.8,72.0,7.559,6.6,1017.2,
753,2012-10-01,54.1,45.5,60.4,10.394,11.2,1014.9,
754,2012-11-01,40.5,32.4,48.4,0.748,7.2,1023.3,
755,2012-12-01,38.3,31.8,43.7,3.937,9.3,1016.5,
756,2013-01-01,30.6,23.5,37.2,2.165,11.5,1020.9,
757,2013-02-01,28.2,21.2,34.5,2.283,11.4,1016.9,
758,2013-03-01,33.3,27.7,39.9,2.244,10.9,1017.2,
759,2013-04-01,48.4,38.1,59.5,3.504,10.9,1018.3,
760,2013-05-01,62.1,53.2,73.6,2.362,10.1,1017.1,
761,2013-06-01,68.7,60.6,77.0,7.913,8.5,1014.0,
762,2013-07-01,75.0,65.8,81.9,4.921,7.7,1017.7,
763,2013-08-01,70.5,62.1,80.1,2.795,7.0,1017.9,
764,2013-09-01,65.5,55.8,74.3,1.969,8.1,1017.7,
765,2013-10-01,55.8,46.4,64.9,4.685,8.5,1018.0,
766,2013-11-01,40.3,33.3,47.1,2.874,12.1,1022.9,
767,2013-12-01,32.2,25.5,38.7,4.094,10.8,1020.0,
768,2014-01-01,21.9,13.6,29.7,2.008,13.2,1017.4,
769,2014-02-01,22.6,14.2,30.9,3.031,10.5,1019.8,
770,2014-03-01,32.2,23.2,41.4,2.205,11.4,1019.2,
771,2014-04-01,50.9,41.0,60.6,4.961,11.1,1015.9,
772,2014-05-01,60.8,51.3,70.5,4.213,8.6,1017.0,
773,2014-06-01,70.2,61.0,79.3,6.26,8.0,1015.5,
774,2014-07-01,69.4,60.6,77.9,3.976,8.2,1015.7,
775,2014-08-01,70.5,61.7,79.2,4.606,7.4,1016.6,
776,2014-09-01,63.5,53.1,72.9,4.488,7.1,1019.7,
777,2014-10-01,53.4,45.3,61.5,2.835,9.4,1014.1,
778,2014-11-01,37.0,30.2,43.9,3.661,12.4,1018.4,
779,2014-12-01,35.6,30.2,40.6,1.969,10.3,1022.5,
780,2015-01-01,23.2,15.8,30.6,2.937,11.4,,
781,2015-02-01,15.3,5.4,23.5,1.866,10.2,,
782,2015-03-01,33.8,25.2,42.6,1.976,9.9,,
783,2015-04-01,49.8,39.9,59.5,2.772,10.4,,
784,2015-05-01,64.4,53.6,74.7,4.098,8.7,,
785,2015-06-01,68.5,60.6,76.8,8.52,8.8,,
786,2015-07-01,72.0,61.9,80.8,2.732,7.2,,
787,2015-08-01,71.1,61.0,80.2,2.846,7.8,,
788,2015-09-01,68.9,59.5,77.9,4.909,8.1,,
789,2015-10-01,54.7,45.9,63.3,2.173,10.6,,
790,2015-11-01,48.6,39.4,57.0,2.319,10.5,,
791,2015-12-01,43.7,36.5,51.3,2.957,10.6,,
792,2016-01-01,28.2,20.7,35.6,1.378,12.0,,
793,2016-02-01,32.7,24.1,40.6,3.228,11.8,,
794,2016-03-01,44.4,35.8,53.8,4.177,10.3,,
795,2016-04-01,47.5,37.2,57.7,3.866,10.2,,
796,2016-05-01,61.0,50.5,70.5,3.319,8.1,,
797,2016-06-01,72.5,61.9,82.0,2.122,8.6,,
798,2016-07-01,77.2,66.9,86.5,1.827,7.5,,
799,2016-08-01,77.7,68.5,87.1,3.508,7.8,,
800,2016-09-01,70.5,61.0,80.1,5.386,7.7,,
801,2016-10-01,59.4,50.5,67.8,2.961,9.6,,
802,2016-11-01,48.7,39.7,57.7,2.114,9.9,,
803,2016-12-01,32.4,27.1,37.8,2.65,12.1,,
804,2017-01-01,34.7,28.4,41.4,4.791,10.8,,
805,2017-02-01,40.8,32.5,50.2,2.689,11.3,,
806,2017-03-01,39.7,31.8,47.1,4.024,11.9,,
807,2017-04-01,57.0,46.6,68.2,4.496,10.8,,
808,2017-05-01,60.6,51.8,68.7,6.094,10.2,,
809,2017-06-01,72.3,62.6,81.9,5.85,9.4,,
810,2017-07-01,75.4,66.7,83.5,2.472,7.7,,
811,2017-08-01,72.7,62.8,82.2,1.252,7.5,1017.0,
812,2017-09-01,68.7,58.3,79.7,0.811,7.1,,
813,2017-10-01,59.4,50.2,68.5,3.685,9.1,,
814,2017-11-01,43.3,35.8,51.8,5.965,10.4,,
815,2017-12-01,29.1,22.3,35.4,1.736,10.4,,
816,2018-01-01,26.8,19.0,35.1,2.283,12.0,,
817,2018-02-01,35.8,28.0,44.1,3.252,10.4,,
818,2018-03-01,34.5,27.5,41.4,4.004,10.7,,
819,2018-04-01,43.2,34.2,53.2,4.378,9.9,,
820,2018-05-01,66.7,56.5,77.4,5.72,8.5,,
821,2018-06-01,71.4,62.8,79.7,3.835,8.5,,
822,2018-07-01,75.6,66.7,84.4,6.689,7.1,,
823,2018-08-01,75.4,67.3,83.8,4.902,7.9,1017.0,
824,2018-09-01,70.7,62.6,78.8,4.343,8.0,1020.1,
825,2018-10-01,55.6,47.7,63.0,3.776,9.8,1018.0,
826,2018-11-01,38.3,33.6,42.6,5.472,10.0,1019.1,
827,2018-12-01,36.5,31.1,43.0,2.85,9.5,1019.3,
828,2019-01-01,28.0,20.8,34.9,3.189,12.2,1020.0,
829,2019-02-01,32.9,24.8,40.8,2.48,11.5,1020.6,
830,2019-03-01,36.0,27.7,44.1,3.071,10.6,1021.2,
831,2019-04-01,52.3,43.3,61.2,4.016,10.1,1015.3,
832,2019-05-01,61.5,51.6,71.4,4.134,9.0,1014.8,
833,2019-06-01,69.1,60.4,77.5,8.071,8.1,1014.3,
834,2019-07-01,77.4,68.2,86.2,2.638,7.8,1015.9,
835,2019-08-01,73.0,64.2,81.9,3.228,7.6,1015.7,
836,2019-09-01,71.2,61.2,81.3,1.299,8.0,1018.7,
837,2019-10-01,57.6,47.5,68.4,3.307,9.4,1017.2,
838,2019-11-01,38.8,31.6,46.2,1.693,10.1,1019.7,
839,2019-12-01,38.3,30.7,45.1,2.835,10.4,1017.9,
840,2020-01-01,36.3,30.2,42.4,2.992,10.6,1020.7,
841,2020-02-01,33.1,26.1,39.9,2.323,10.7,1018.3,
842,2020-03-01,44.2,35.6,52.9,5.354,10.0,1019.7,
843,2020-04-01,46.6,36.9,56.5,3.74,10.0,1013.6,
844,2020-05-01,58.1,48.6,67.3,6.929,9.4,1017.2,
845,2020-06-01,70.0,60.1,80.1,2.362,8.6,1016.1,
846,2020-07-01,76.8,66.4,87.1,5.118,7.5,1015.1,
847,2020-08-01,71.8,62.1,81.3,5.63,7.1,1015.4,
848,2020-09-01,64.8,54.9,73.9,5.787,8.3,1019.3,
849,2020-10-01,53.4,46.0,60.4,7.283,8.9,1019.4,
850,2020-11-01,48.0,39.4,56.3,3.386,11.2,1021.4,
851,2020-12-01,34.3,28.9,39.4,3.228,10.5,1017.9,
852,2021-01-01,30.7,26.2,35.2,1.693,8.9,1019.3,
853,2021-02-01,24.1,18.1,31.5,1.378,11.3,1021.5,
854,2021-03-01,44.4,33.4,55.6,1.299,11.1,1022.2,
855,2021-04-01,50.9,41.2,60.3,3.701,9.4,1015.5,
856,2021-05-01,58.5,47.7,68.9,3.11,8.4,1020.9,
857,2021-06-01,72.0,63.5,80.8,3.78,8.5,1016.0,
858,2021-07-01,73.0,64.2,81.1,7.913,7.8,1016.9,
859,2021-08-01,74.8,65.8,83.7,7.165,6.8,1018.0,
860,2021-09-01,68.0,58.6,76.8,3.031,9.1,1016.3,
861,2021-10-01,61.0,53.1,68.4,4.882,8.3,1015.4,
862,2021-11-01,41.9,33.6,49.8,1.969,9.9,1020.6,
863,2021-12-01,40.3,33.3,47.8,2.906,10.1,1016.8,
864,2022-01-01,24.6,16.2,31.3,2.465,11.1,1020.8,
865,2022-02-01,30.4,22.1,38.5,3.067,12.4,1022.1,
866,2022-03-01,41.7,32.0,51.4,3.354,10.8,,
867,2022-04-01,48.0,40.1,55.9,3.476,10.4,1017.2,
868,2022-05-01,63.9,54.7,72.9,4.358,9.4,1016.3,
869,2022-06-01,72.0,61.3,81.1,2.555,8.6,1016.1,
870,2022-07-01,75.0,65.8,83.3,4.646,8.3,1015.6,
871,2022-08-01,73.2,64.2,81.9,5.638,7.1,1017.3,
872,2022-09-01,66.0,57.7,73.9,3.602,7.9,1018.1,
873,2022-10-01,53.6,44.2,63.5,3.343,10.1,1018.3,
874,2022-11-01,45.7,37.4,53.4,2.465,10.9,1021.0,
875,2022-12-01,34.2,28.6,40.6,1.201,10.9,1020.7,
876,2023-01-01,36.7,31.3,41.7,5.547,9.8,1017.3,
877,2023-02-01,37.0,28.9,48.2,2.843,11.1,1018.2,
878,2023-03-01,39.0,32.0,47.3,3.559,11.0,,
879,2023-04-01,52.5,41.4,63.0,2.449,9.4,1016.7,
880,2023-05-01,59.4,47.5,69.4,2.547,8.0,1018.5,
881,2023-06-01,67.6,57.4,77.0,3.992,7.9,1012.6,
882,2023-07-01,73.6,64.6,82.2,6.756,6.7,1014.4,
