,date,tavg,tmin,tmax,prcp,wspd,pres,tsun
0,1950-01-01,36.3,27.7,45.9,7.02,12.6,1021.5,
1,1950-02-01,27.9,21.9,36.5,4.646,11.7,1019.8,
2,1950-03-01,30.6,24.4,41.5,4.268,13.5,1015.6,
3,1950-04-01,41.0,33.8,52.0,5.909,13.5,1016.2,
4,1950-05-01,58.5,48.6,72.7,3.217,10.2,1015.7,
5,1950-06-01,65.7,57.0,79.3,3.772,10.2,1015.0,
6,1950-07-01,68.4,59.9,82.0,5.157,8.0,1016.9,
7,1950-08-01,67.8,59.2,82.0,1.811,6.9,1017.2,
8,1950-09-01,60.3,54.7,74.3,3.839,7.8,1018.4,
9,1950-10-01,53.6,47.7,67.6,1.728,8.0,1018.0,
10,1950-11-01,36.0,29.8,45.0,6.449,12.5,1014.2,
11,1950-12-01,24.4,18.1,32.2,2.606,10.4,1017.3,
12,1951-01-01,28.6,23.5,36.3,3.724,11.7,1018.2,
13,1951-02-01,28.2,22.1,37.8,3.795,11.2,1022.3,
14,1951-03-01,35.8,29.7,46.6,4.807,11.9,1015.7,
15,1951-04-01,45.1,36.9,56.7,2.693,10.9,1012.6,
16,1951-05-01,59.0,48.9,72.7,2.602,9.1,,
17,1951-06-01,66.9,58.1,79.9,3.248,7.8,1014.2,
18,1951-07-01,70.5,62.2,84.9,3.469,7.3,1016.0,
19,1951-08-01,67.6,58.8,81.9,2.429,6.5,1016.5,
20,1951-09-01,60.6,52.0,73.9,4.492,8.5,1017.7,
21,1951-10-01,54.1,47.1,68.5,1.531,8.7,1019.7,
22,1951-11-01,34.2,28.4,42.8,5.85,11.7,1019.1,
23,1951-12-01,29.7,22.6,38.1,5.602,12.4,1017.8,
24,1952-01-01,,24.6,39.7,5.024,11.6,1019.0,
25,1952-02-01,30.2,25.3,39.0,2.193,10.3,1015.2,
26,1952-03-01,34.2,28.8,44.6,3.287,11.4,1015.2,
27,1952-04-01,48.6,39.9,60.3,3.815,10.9,1015.1,
28,1952-05-01,55.2,47.7,68.2,2.74,9.5,1013.3,
29,1952-06-01,69.8,61.5,84.9,1.48,8.1,1014.2,
30,1952-07-01,73.4,64.2,88.5,1.232,7.7,1019.0,
31,1952-08-01,68.5,60.6,83.5,1.984,6.6,1017.1,
32,1952-09-01,62.4,53.6,77.5,3.028,7.1,1019.4,
33,1952-10-01,46.0,38.5,59.9,0.61,9.6,1019.5,
34,1952-11-01,42.1,35.6,52.3,2.496,10.6,1018.0,
35,1952-12-01,32.7,29.5,40.3,2.701,10.9,1018.0,
36,1953-01-01,32.5,26.6,40.5,4.035,10.9,1014.7,
37,1953-02-01,31.5,25.3,41.9,1.224,12.3,1017.1,
38,1953-03-01,37.4,32.2,48.0,2.055,11.5,1017.3,
39,1953-04-01,43.9,37.0,54.0,2.827,11.4,1010.6,
40,1953-05-01,59.7,50.9,72.9,4.004,8.6,1014.0,
41,1953-06-01,68.2,59.5,83.3,3.307,8.0,1017.0,
42,1953-07-01,70.9,62.6,86.0,3.083,6.4,1018.3,
43,1953-08-01,70.2,61.0,86.0,3.866,6.4,1018.7,
44,1953-09-01,62.8,53.2,77.9,1.571,8.3,1017.0,
45,1953-10-01,53.6,44.6,70.2,1.287,8.0,1020.0,
46,1953-11-01,42.8,37.8,52.5,2.327,10.0,1020.0,
47,1953-12-01,32.7,26.6,41.5,2.626,13.1,1016.6,
48,1954-01-01,27.0,20.5,36.3,3.122,11.5,1020.4,
49,1954-02-01,33.8,28.4,44.2,2.89,11.4,1014.1,
50,1954-03-01,33.3,26.6,43.5,6.079,12.6,1013.9,
51,1954-04-01,52.0,43.5,65.5,5.366,10.6,1019.9,
52,1954-05-01,54.7,46.8,68.0,1.047,8.9,1015.3,
53,1954-06-01,68.2,61.2,82.9,1.386,8.6,1015.0,
54,1954-07-01,70.5,60.3,85.8,1.492,7.6,1015.5,
55,1954-08-01,67.5,61.2,81.3,3.157,7.5,1016.4,
56,1954-09-01,64.0,57.9,77.7,1.984,8.6,1016.7,
57,1954-10-01,53.8,47.8,64.4,9.488,10.7,1018.5,
58,1954-11-01,39.9,35.2,50.0,1.343,12.5,1017.9,
59,1954-12-01,29.7,26.4,37.6,2.335,13.7,1017.1,
60,1955-01-01,24.6,20.7,33.3,2.228,11.3,1017.8,
61,1955-02-01,28.8,23.5,38.1,2.693,9.8,1023.0,
62,1955-03-01,36.9,28.4,48.6,5.587,,1014.1,
63,1955-04-01,53.4,44.8,67.1,3.724,10.9,1014.3,
64,1955-05-01,60.3,51.6,73.8,5.008,9.3,1016.5,
65,1955-06-01,64.9,56.5,79.3,2.681,6.8,1015.2,
66,1955-07-01,75.2,68.4,90.0,2.508,6.5,1017.5,
67,1955-08-01,72.7,66.4,85.6,3.819,7.5,1016.3,
68,1955-09-01,63.5,56.1,78.3,1.61,7.5,1019.6,
69,1955-10-01,52.3,45.1,64.4,5.886,9.6,1015.5,
70,1955-11-01,36.9,30.6,46.8,2.874,12.2,1016.2,
71,1955-12-01,27.0,22.1,34.5,0.969,10.9,1022.0,
72,1956-01-01,25.3,22.1,33.1,2.76,10.1,1018.9,
73,1956-02-01,29.8,24.3,38.3,3.224,10.8,1017.0,
74,1956-03-01,33.4,27.7,44.2,4.61,11.6,1016.3,
75,1956-04-01,44.6,36.7,55.0,3.614,10.8,1012.7,
76,1956-05-01,55.2,47.7,68.0,5.488,11.5,1018.7,
77,1956-06-01,66.2,58.6,78.6,4.142,9.3,1017.1,
78,1956-07-01,68.9,63.1,80.2,3.748,9.6,1015.8,
79,1956-08-01,68.5,63.0,80.4,5.146,9.8,1016.2,
80,1956-09-01,58.6,51.3,71.1,1.559,9.9,1019.1,
81,1956-10-01,54.5,48.2,69.1,0.854,10.4,1023.2,
82,1956-11-01,40.6,34.0,51.4,1.15,12.9,1017.5,
83,1956-12-01,36.5,31.5,44.6,2.713,12.5,1016.3,
84,1957-01-01,22.3,16.5,29.5,2.035,11.8,1022.6,
85,1957-02-01,31.5,26.1,39.9,1.406,10.9,1020.8,
86,1957-03-01,36.5,30.6,45.7,1.508,11.9,1015.0,
87,1957-04-01,49.1,42.3,59.2,5.787,11.2,1019.6,
88,1957-05-01,58.3,49.3,68.9,4.602,10.4,1017.5,
89,1957-06-01,68.4,60.8,79.7,5.846,10.6,1014.9,
90,1957-07-01,70.2,62.8,81.3,3.252,9.4,1016.5,
91,1957-08-01,67.6,60.4,80.1,2.311,8.8,1019.1,
92,1957-09-01,62.1,55.4,74.5,2.622,10.1,1018.9,
93,1957-10-01,48.9,43.7,59.7,2.638,10.4,1021.7,
94,1957-11-01,40.6,35.2,50.4,2.268,13.4,1017.9,
95,1957-12-01,34.0,28.9,43.2,3.382,14.4,1017.8,
96,1958-01-01,25.9,22.1,34.2,1.492,12.8,1016.3,
97,1958-02-01,20.7,17.2,29.3,0.969,14.8,1012.8,
98,1958-03-01,33.6,30.4,40.6,0.783,10.7,1016.8,
99,1958-04-01,49.3,41.0,61.7,3.311,11.7,1015.6,
100,1958-05-01,57.0,48.0,69.6,2.138,11.5,1016.8,
101,1958-06-01,62.6,54.0,74.7,4.669,10.4,1014.9,
102,1958-07-01,70.7,65.1,81.7,4.819,9.3,1016.2,
103,1958-08-01,68.0,60.4,80.2,3.98,8.9,1015.2,
